underlying_price,strike,expiration_date,option_type,bid,ask,volume,open_interest,last_price,implied_volatility,T,moneyness
396.989990234375,320.0,2025-04-04,call,77.05,80.65,3000.0,3001,80.98,0.5921671643066408,0.09098213138464269,0.8060656637994282
396.989990234375,330.0,2025-04-04,call,67.3,70.85,,1,89.8,0.5375412457275393,0.09098213138464269,0.8312552157931603
396.989990234375,350.0,2025-04-04,call,48.6,51.3,2.0,5,46.08,0.4270687176513672,0.09098213138464269,0.8816343197806246
396.989990234375,355.0,2025-04-04,call,44.7,46.9,1.0,1,40.42,0.41449560119628903,0.09098213138464269,0.8942290957774907
396.989990234375,370.0,2025-04-04,call,31.1,32.8,2.0,21,26.48,0.3378362115478516,0.09098213138464269,0.9320134237680888
396.989990234375,375.0,2025-04-04,call,26.85,28.85,16.0,31,24.3,0.3283758569335937,0.09098213138464269,0.9446081997649549
396.989990234375,380.0,2025-04-04,call,23.25,24.55,3.0,198,20.85,0.3066170413208008,0.09098213138464269,0.957202975761821
396.989990234375,385.0,2025-04-04,call,19.05,22.3,31.0,6,19.29,0.3272772351074219,0.09098213138464269,0.9697977517586871
396.989990234375,390.0,2025-04-04,call,15.35,17.7,40.0,105,16.65,0.2907175421142577,0.09098213138464269,0.9823925277555531
396.989990234375,395.0,2025-04-04,call,11.65,14.85,103.0,60,13.4,0.28693340026855463,0.09098213138464269,0.9949873037524192
396.989990234375,400.0,2025-04-04,call,8.85,12.35,125.0,347,10.75,0.2845225357055663,0.09098213138464269,1.0075820797492852
396.989990234375,405.0,2025-04-04,call,7.2,9.4,71.0,305,8.4,0.266608896484375,0.09098213138464269,1.0201768557461512
396.989990234375,410.0,2025-04-04,call,5.15,7.0,154.0,358,6.52,0.25321181365966794,0.09098213138464269,1.0327716317430173
396.989990234375,415.0,2025-04-04,call,4.55,5.4,118.0,277,4.8,0.250434741821289,0.09098213138464269,1.0453664077398834
396.989990234375,420.0,2025-04-04,call,3.3,5.55,419.0,421,3.53,0.28531598480224607,0.09098213138464269,1.0579611837367495
396.989990234375,425.0,2025-04-04,call,1.5,4.6,129.0,310,2.03,0.28992409301757804,0.09098213138464269,1.0705559597336156
396.989990234375,430.0,2025-04-04,call,1.28,4.05,114.0,497,1.75,0.3016427258300781,0.09098213138464269,1.0831507357304817
396.989990234375,435.0,2025-04-04,call,0.79,2.33,65.0,575,1.3,0.2708813146972656,0.09098213138464269,1.0957455117273478
396.989990234375,440.0,2025-04-04,call,0.84,1.58,47.0,221,0.93,0.2626416510009766,0.09098213138464269,1.1083402877242137
396.989990234375,445.0,2025-04-04,call,0.62,1.01,675.0,1306,0.59,0.2536695727539063,0.09098213138464269,1.1209350637210798
396.989990234375,450.0,2025-04-04,call,0.26,0.95,38.0,199,0.45,0.26856200195312496,0.09098213138464269,1.1335298397179459
396.989990234375,455.0,2025-04-04,call,0.34,0.45,7.0,62,0.32,0.24732197998046873,0.09098213138464269,1.146124615714812
396.989990234375,460.0,2025-04-04,call,0.26,0.37,7.0,49,0.25,0.25440198730468755,0.09098213138464269,1.158719391711678
396.989990234375,465.0,2025-04-04,call,0.2,0.31,301.0,421,0.19,0.26197027099609377,0.09098213138464269,1.1713141677085441
396.989990234375,470.0,2025-04-04,call,0.17,0.26,6.0,84,0.18,0.26929441650390623,0.09098213138464269,1.1839089437054102
396.989990234375,475.0,2025-04-04,call,0.14,0.23,3.0,19,0.2,0.278327529296875,0.09098213138464269,1.1965037197022763
396.989990234375,320.0,2025-04-17,call,79.2,81.85,1.0,106,86.75,0.5489547058105471,0.12657419161736,0.8060656637994282
396.989990234375,325.0,2025-04-17,call,74.2,77.15,2.0,40,73.25,0.5307664111328125,0.12657419161736,0.8186604397962942
396.989990234375,330.0,2025-04-17,call,68.4,72.3,1.0,21,72.7,0.5069629382324219,0.12657419161736,0.8312552157931603
