underlying_price,strike,expiration_date,option_type,bid,ask,volume,open_interest,last_price,implied_volatility,T,moneyness
5861.56982421875,4700.0,2025-03-31,call,1187.4,1194.7,3.0,14,1345.9,0.5210008837890624,0.08599357254515552,0.8018329800628847
5861.56982421875,4710.0,2025-03-31,call,0.0,0.0,2.0,2,1238.98,1.0000000000000003e-05,0.08599357254515552,0.8035390076800398
5861.56982421875,4720.0,2025-03-31,call,0.0,0.0,40.0,0,1420.04,1.0000000000000003e-05,0.08599357254515552,0.8052450352971949
5861.56982421875,4725.0,2025-03-31,call,0.0,0.0,40.0,0,1415.36,1.0000000000000003e-05,0.08599357254515552,0.8060980491057724
5861.56982421875,4730.0,2025-03-31,call,1103.8,1136.8,,1,1126.64,0.3612429598999023,0.08599357254515552,0.80695106291435
5861.56982421875,4750.0,2025-03-31,call,1137.9,1146.8,3.0,7,1275.0,0.5067493173217773,0.08599357254515552,0.8103631181486601
5861.56982421875,4770.0,2025-03-31,call,1211.8,1228.2,,1,1378.6,0.7786849219131471,0.08599357254515552,0.8137751733829703
5861.56982421875,4775.0,2025-03-31,call,1206.7,1215.1,1.0,5,1342.09,0.7664665687561036,0.08599357254515552,0.8146281871915478
5861.56982421875,4780.0,2025-03-31,call,1105.9,1114.6,1.0,1,1293.9,0.5038654350280762,0.08599357254515552,0.8154812010001253
5861.56982421875,4800.0,2025-03-31,call,1088.5,1095.8,3.0,19,1246.75,0.5005009056854248,0.08599357254515552,0.8188932562344355
5861.56982421875,4820.0,2025-03-31,call,1329.6,1362.7,,1,1213.48,1.111523302268982,0.08599357254515552,0.8223053114687456
5861.56982421875,4825.0,2025-03-31,call,1091.9,1124.9,1.0,0,1068.16,0.6092606518173218,0.08599357254515552,0.8231583252773232
5861.56982421875,4850.0,2025-03-31,call,1039.1,1046.4,2.0,31,1224.3,0.48273985282897947,0.08599357254515552,0.8274233943202108
5861.56982421875,4860.0,2025-03-31,call,1268.5,1285.6,,1,1051.5,1.031304434566498,0.08599357254515552,0.8291294219373659
5861.56982421875,4875.0,2025-03-31,call,718.1,751.6,2.0,1,631.24,1.0000000000000003e-05,0.08599357254515552,0.8316884633630985
5861.56982421875,4880.0,2025-03-31,call,1247.7,1261.2,,10,1131.63,1.014012498321533,0.08599357254515552,0.8325414771716761
5861.56982421875,4890.0,2025-03-31,call,1182.3,1199.3,,1,1066.38,0.9048318843078613,0.08599357254515552,0.8342475047888311
5861.56982421875,4900.0,2025-03-31,call,987.4,996.2,1.0,35,1236.84,0.4620567710876466,0.08599357254515552,0.8359535324059862
5861.56982421875,4910.0,2025-03-31,call,980.0,987.2,1.0,21,1102.9,0.4616142706298829,0.08599357254515552,0.8376595600231413
5861.56982421875,4920.0,2025-03-31,call,967.7,976.4,2.0,22,1120.64,0.4548012894439698,0.08599357254515552,0.8393655876402965
5861.56982421875,4925.0,2025-03-31,call,1110.9,1119.3,20.0,25,1209.5,0.8038044522094726,0.08599357254515552,0.840218601448874
5861.56982421875,4930.0,2025-03-31,call,1103.6,1112.2,20.0,23,1204.6,0.7965718585205077,0.08599357254515552,0.8410716152574514
5861.56982421875,4940.0,2025-03-31,call,955.1,0.0,2.0,0,882.91,1.0000000000000003e-05,0.08599357254515552,0.8427776428746065
5861.56982421875,4950.0,2025-03-31,call,940.6,948.2,1.0,8,1187.51,0.4490487834930419,0.08599357254515552,0.8444836704917617
5861.56982421875,4975.0,2025-03-31,call,776.9,841.1,2.0,3,820.56,1.0000000000000003e-05,0.08599357254515552,0.8487487395346494
5861.56982421875,4990.0,2025-03-31,call,953.8,962.8,,1,900.24,0.5707516680145265,0.08599357254515552,0.851307780960382
5861.56982421875,5000.0,2025-03-31,call,889.6,898.4,150.0,6508,901.81,0.42966650051116945,0.08599357254515552,0.853013808577537
5861.56982421875,5020.0,2025-03-31,call,1018.9,1025.2,,20,1116.9,0.7548890783309936,0.08599357254515552,0.8564258638118472
5861.56982421875,5025.0,2025-03-31,call,1031.9,1064.7,1.0,13,952.2,0.8120212279510497,0.08599357254515552,0.8572788776204247
5861.56982421875,5030.0,2025-03-31,call,1005.0,1012.7,,20,1106.64,0.7430941523361205,0.08599357254515552,0.8581318914290023
5861.56982421875,5050.0,2025-03-31,call,987.8,995.7,10.0,39,1087.15,0.7376430044555663,0.08599357254515552,0.8615439466633124
5861.56982421875,5060.0,2025-03-31,call,980.9,989.2,,10,1077.45,0.7384326388931273,0.08599357254515552,0.8632499742804675
5861.56982421875,5075.0,2025-03-31,call,582.7,600.1,2.0,18,546.22,1.0000000000000003e-05,0.08599357254515552,0.8658090157062001
5861.56982421875,5080.0,2025-03-31,call,978.2,1011.0,,1,882.1,0.7827170166015626,0.08599357254515552,0.8666620295147776
5861.56982421875,5090.0,2025-03-31,call,900.6,917.1,1.0,2,814.2,0.6314581532287598,0.08599357254515552,0.8683680571319327
5861.56982421875,5100.0,2025-03-31,call,958.7,991.5,1.0,18,847.0,0.772089376296997,0.08599357254515552,0.8700740847490878
5861.56982421875,5110.0,2025-03-31,call,938.0,958.3,1.0,14,943.67,0.7350528509140013,0.08599357254515552,0.8717801123662429
5861.56982421875,5125.0,2025-03-31,call,873.4,906.5,2.0,68,714.74,0.6448323480987549,0.08599357254515552,0.8743391537919755
5861.56982421875,5130.0,2025-03-31,call,762.7,771.5,1.0,3,918.46,0.3868774691772461,0.08599357254515552,0.875192167600553
5861.56982421875,5140.0,2025-03-31,call,603.1,660.7,2.0,2,498.87,1.0000000000000003e-05,0.08599357254515552,0.8768981952177081
